SIN003-0001|eath vadaathma k/amathi sa\ngiithayatath gaayanayatath samastha lakaa gaayana tharanngayen giya avurudhdhea|eath vadaathma k/amathi sa\ngiithayatath gaayanayatath samastha lakaa gaayana tharanngayen giya avurudhdhea
SIN003-0002|dh/annam hithenavaa kalin anndhura gaththaa nam honndhayi kiyalaa mama vidh\yaa viShayan igena gannavaa|dh/annam hithenavaa kalin anndhura gaththaa nam honndhayi kiyalaa mama vidh\yaa viShayan igena gannavaa
SIN003-0003|oyaage midhule thiyennea kalaathurakin dhakina mal varga api eka Lannga hitiyath kavadhaavathma kathaa karalaa n/ah/anea|oyaage midhule thiyennea kalaathurakin dhakina mal varga api eka Lannga hitiyath kavadhaavathma kathaa karalaa n/ah/anea
SIN003-0004|eath usas peLa panthi yanavaa oyaagea thaaththaa mal vavanna hari dhakShayi vagea|eath usas peLa panthi yanavaa oyaagea thaaththaa mal vavanna hari dhakShayi vagea
SIN003-0005|/ayi oyaa e velaavata gedhara inne? vibhaage aragena parathiphala enakam venna /athi ov parathiphala enakam isko)le yanne nAa|/ayi oyaa e velaavata gedhara inne? vibhaage aragena parathiphala enakam venna /athi ov parathiphala enakam isko)le yanne nAa
SIN003-0006|tayi eka dhaanavaa /aya aashvaadhaathmaka h/anngiimen kathaa kalaaya mama dheashana valata yannea dhaval velayi|tayi eka dhaanavaa /aya aashvaadhaathmaka h/anngiimen kathaa kalaaya mama dheashana valata yannea dhaval velayi
SIN003-0007|mata oyaagea kaamarea honndhata peanavaa uda thattuvea magea kaamarea janeale Lannga inndhan balana kota mama dhakinavaa koNde piiranavaa|mata oyaagea kaamarea honndhata peanavaa uda thattuvea magea kaamarea janeale Lannga inndhan balana kota mama dhakinavaa koNde piiranavaa
SIN003-0008|kisivak kathaa karana bavak noh/anngiNi eath vinaadi kiipayakata pasu ovuhu kathaa kiriimata patan gathha|kisivak kathaa karana bavak noh/anngiNi eath vinaadi kiipayakata pasu ovuhu kathaa kiriimata patan gathha
SIN003-0009|chaamaradha eth/anata giyeaya mama iita idhiriyen voo aasanayea asun gathimi tika dhurak yana thek chaamarath kalanith|chaamaradha eth/anata giyeaya mama iita idhiriyen voo aasanayea asun gathimi tika dhurak yana thek chaamarath kalanith
SIN003-0010|apa basayata nagina vitama chaamara dha ema basayata n/aguneaya kalani avasan aasana pelehi vaadi vooyen|apa basayata nagina vitama chaamara dha ema basayata n/aguneaya kalani avasan aasana pelehi vaadi vooyen
SIN003-0011|paas/al bas raThayata /aya n/a\nvoo pasu dhemaapiyan dhepela nivasa thulata yanavaa mama dh/aka /aththemi|paas/al bas raThayata /aya n/a\nvoo pasu dhemaapiyan dhepela nivasa thulata yanavaa mama dh/aka /aththemi
SIN003-0012|apa bas raTha kiipayak yana thek eth/ana r/anndhii sitiyea vaadi viimata aasana /athi bas raThayak ena thekya|apa bas raTha kiipayak yana thek eth/ana r/anndhii sitiyea vaadi viimata aasana /athi bas raThayak ena thekya
SIN003-0013|nugeagoda yaamata bava mata sithaagatha h/aki viya mamadha nugeagoda yaama sanndhahaa eth/anata giyemi|nugeagoda yaamata bava mata sithaagatha h/aki viya mamadha nugeagoda yaama sanndhahaa eth/anata giyemi
SIN003-0014|basayak p/amiNiima nisaa /aya eyata n/aguNaa edhina iridhaavakga kalani bas n/avathumpolea sitinnea|basayak p/amiNiima nisaa /aya eyata n/aguNaa edhina iridhaavakga kalani bas n/avathumpolea sitinnea
SIN003-0015|v/adhagath penuma nisaa ugath kenek kiyaa dh/akkama hinaa vunath thavama kathaa karanna b/ari vuNaa|v/adhagath penuma nisaa ugath kenek kiyaa dh/akkama hinaa vunath thavama kathaa karanna b/ari vuNaa
SIN003-0016|oyaagea gedharata issaraha gedhara innea eyaa vishva vidh\yaalayea kathikaachaar\yavarayek /aththadha mama nikamata hithuvaa|oyaagea gedharata issaraha gedhara innea eyaa vishva vidh\yaalayea kathikaachaar\yavarayek /aththadha mama nikamata hithuvaa
SIN003-0017|/agea hadha udhuraa gath bavak mata h/anngii giyea /ayagea muhuNa visthara kaLa noh/aki h/anngiim bara venasakata godhuru voo b/avini|/agea hadha udhuraa gath bavak mata h/anngii giyea /ayagea muhuNa visthara kaLa noh/aki h/anngiim bara venasakata godhuru voo b/avini
SIN003-0018|apea gedharata allapu gedharane innea ohu mama h/amadhaamath vagea dhakinavaaga ohugea udhaara penuma visin|apea gedharata allapu gedharane innea ohu mama h/amadhaamath vagea dhakinavaaga ohugea udhaara penuma visin
SIN003-0019|kalani ohugea dh/akmen nosansun voo ayurin mama pudhumayata path viimi dhuva e sar anndhunanavadha?|kalani ohugea dh/akmen nosansun voo ayurin mama pudhumayata path viimi dhuva e sar anndhunanavadha?
SIN003-0020|evealehi allapu nivasea vishva vidh\yaalayea dheashaka mahathaa mo)tar bayisikalayen ethena pasu kara giyea /aya dhesa balaa sinaavak paamiNi|evealehi allapu nivasea vishva vidh\yaalayea dheashaka mahathaa mo)tar bayisikalayen ethena pasu kara giyea /aya dhesa balaa sinaavak paamiNi
