SIN007-0001|thaaththaa gannaa ladha seayaa ruvehi s vannaak men thamaagea muvehi yovun bava ikmavu paNatha bavath tuya|thaaththaa gannaa ladha seayaa ruvehi s vannaak men thamaagea muvehi yovun bava ikmavu paNatha bavath tuya
SIN007-0002|thiLiNa /a`dhahi shaa ya ipasa vu kaNNaayea almaata dhesata ohugea neth yomu ya  tharuNa  yehi|thiLiNa /a`dhahi shaa ya ipasa vu kaNNaayea almaata dhesata ohugea neth yomu ya  tharuNa  yehi
SIN007-0003|n/agi ethanata ya   h/ama ekakma kaara sithuli amaa idama kuNalaa mudhal genaavaa kivaama thaaththaa koyithara sathutu dha|n/agi ethanata ya   h/ama ekakma kaara sithuli amaa idama kuNalaa mudhal genaavaa kivaama thaaththaa koyithara sathutu dha
SIN007-0004|upakarama shili bava  yana vadhan haa vaak\ya khaNdayanhi  pasamaatha aTha thiLiNagea  sithehi ekineka payan|upakarama shili bava  yana vadhan haa vaak\ya khaNdayanhi  pasamaatha aTha thiLiNagea  sithehi ekineka payan
SIN007-0005|iiLaga parapaaravatath ida la gannaa aya , m/aravarayo) , th/ar/akaarayo) , boru ,chaatu bas , r/avali va`dhan|iiLaga parapaaravatath ida la gannaa aya , m/aravarayo) , th/ar/akaarayo) , boru ,chaatu bas , r/avali va`dhan
SIN007-0006|piyaa enathek /a`dhahi taya yata  sa`gavaa thibuNu thiLiNa tuya  jiivana maagaya sakasaa g/aniimata veradharaNa aya |piyaa enathek /a`dhahi taya yata  sa`gavaa thibuNu thiLiNa tuya  jiivana maagaya sakasaa g/aniimata veradharaNa aya 
SIN007-0007|eya siitha kaalayata ya `Nu g/aBuru jalaashayaka  mathu pita dhaknata l/abena parabhaavaki amaa idama kuNaa genena mudhala|eya siitha kaalayata ya `Nu g/aBuru jalaashayaka  mathu pita dhaknata l/abena parabhaavaki amaa idama kuNaa genena mudhala
SIN007-0008|thiLiNa thuLa ektharaa   yaka parabo)Dhayak /athi  muhuNa pthimathva thiNi|thiLiNa thuLa ektharaa   yaka parabo)Dhayak /athi  muhuNa pthimathva thiNi
SIN007-0009|ppath niissu g/ana thaaththaa hithannea amuthu hata  mano)maniigea svaapuruShayaa pasu na nivasata paNyeaya|ppath niissu g/ana thaaththaa hithannea amuthu hata  mano)maniigea svaapuruShayaa pasu na nivasata paNyeaya
SIN007-0010|ta avuru 10 kata  thara  issara 89  ethakota na pachas ekak rupiyal 30,000/- b/agin thamayi gaththe|ta avuru 10 kata  thara  issara 89  ethakota na pachas ekak rupiyal 30,000/- b/agin thamayi gaththe
SIN007-0011|hodhayi mama heta mallith ekka eyaage vaahanayeama yanna ame thaaththaata kavuruth ashvaasayi ha puma v/adakne|hodhayi mama heta mallith ekka eyaage vaahanayeama yanna ame thaaththaata kavuruth ashvaasayi ha puma v/adakne
SIN007-0012|mama ehema kiyanne ppath nissunta ho`dha naraka kiyalaa dheyak n/a n/ama v/ara v/adakata peLeonavaa ppak vuNaa paLiyata ehema venne n/a|mama ehema kiyanne ppath nissunta ho`dha naraka kiyalaa dheyak n/a n/ama v/ara v/adakata peLeonavaa ppak vuNaa paLiyata ehema venne n/a
SIN007-0013|maga mudhal ka uraaganidha dhannAa  pissu kathaa nissu oya tharamata ashvaasadha v/ayenma|maga mudhal ka uraaganidha dhannAa  pissu kathaa nissu oya tharamata ashvaasadha v/ayenma
SIN007-0014|oya v/ata thaniyama yanna epaa  kaalea nissu shvaasa nAa gaNu dhenuva  avasaana unaama passea th/ar/a kaarayo dhaalaa |oya v/ata thaniyama yanna epaa  kaalea nissu shvaasa nAa gaNu dhenuva  avasaana unaama passea th/ar/a kaarayo dhaalaa 
