SIN010-0001|eheth kaamarayea dhera vahalaa ehi yathura na pas ekata dhamaagena kavuru gedhara aavath kaamarayata /athul venna bAa|eheth kaamarayea dhera vahalaa ehi yathura na pas ekata dhamaagena kavuru gedhara aavath kaamarayata /athul venna bAa
SIN010-0002|/ayata shva dh\yaalaye igenagath thaka shaastharayea niyamayandha sihiyata aya  mata Aa almaaya vahanna amathaka vuNaa|/ayata shva dh\yaalaye igenagath thaka shaastharayea niyamayandha sihiyata aya  mata Aa almaaya vahanna amathaka vuNaa
SIN010-0003|kaamarayea yathurak b/agayehi dhamaagena vuvath almaayea yathura saya matha amathaka kara dhamaa /athi bava sihi ya |kaamarayea yathurak b/agayehi dhamaagena vuvath almaayea yathura saya matha amathaka kara dhamaa /athi bava sihi ya 
SIN010-0004|paaTakayaa vetha in dhak ipath kima susuyi h/a`giNi ena subaa nivasin pitath vuyea|paaTakayaa vetha in dhak ipath kima susuyi h/a`giNi ena subaa nivasin pitath vuyea
SIN010-0005|boLadha kalaathmaka ban thora eavaa vuvadha mehi /ayagea mano)bhaavayan a`naag/aniima sa`dhahaa|boLadha kalaathmaka ban thora eavaa vuvadha mehi /ayagea mano)bhaavayan a`naag/aniima sa`dhahaa
SIN010-0006|varak ho) dhevarak b/agaya /adha yathura /adhyi semata sitha meheyaNi a yathaaThavaa sithuli|varak ho) dhevarak b/agaya /adha yathura /adhyi semata sitha meheyaNi a yathaaThavaa sithuli
SIN010-0007|n /aya kumak ho) heathuvath kiyaa ohugen haa /ayagen ikmaNin samugaththaaya nivasata paa th/amata paLamuva|n /aya kumak ho) heathuvath kiyaa ohugen haa /ayagen ikmaNin samugaththaaya nivasata paa th/amata paLamuva
SIN010-0008|kal nogevaaya hithavatheku ho) GNaathiyeku tu ta naa kihipayak kathaabasa kimata puruva  siyadha |kal nogevaaya hithavatheku ho) GNaathiyeku tu ta naa kihipayak kathaabasa kimata puruva  siyadha 
SIN010-0009|noisilimath vuvaaya veLa`dhapoLata giya tadha kada saappuvala /ana tadha venadhaa men badubhaahiraya  tho)ran|noisilimath vuvaaya veLa`dhapoLata giya tadha kada saappuvala /ana tadha venadhaa men badubhaahiraya  tho)ran
SIN010-0010|pamaNak  vasaa ovunata  kisith/anaka noyaamata aNa  nivasin pitava yayi  esea vuvadha keyimehothea n/avatha nivasata enne yi|pamaNak  vasaa ovunata  kisith/anaka noyaamata aNa  nivasin pitava yayi  esea vuvadha keyimehothea n/avatha nivasata enne yi
SIN010-0011|almaayea kiyalaa thiyanna amaata naa velaavata dhaagena yanna mata kak gayi|almaayea kiyalaa thiyanna amaata naa velaavata dhaagena yanna mata kak gayi
SIN010-0012|he`n vasaa /athyi pakSha kaLaaya pudhgala ho) GNaathiyek ho) nivasea /athi ta almaayath thamaagea kaamarayea dhorak |he`n vasaa /athyi pakSha kaLaaya pudhgala ho) GNaathiyek ho) nivasea /athi ta almaayath thamaagea kaamarayea dhorak 
SIN010-0013|eb/an gedhan pitathata paa thabana h/ama mohethakama almaayath kaamayath, nivasath|eb/an gedhan pitathata paa thabana h/ama mohethakama almaayath kaamayath, nivasath
SIN010-0014|jayantha anuraaDhapurehi seavaya kima nisaa gedharata avash\ya k/ama ma /athu`pha siya`phama adupaadu /aya sin gena aa  yuthuya|jayantha anuraaDhapurehi seavaya kima nisaa gedharata avash\ya k/ama ma /athu`pha siya`phama adupaadu /aya sin gena aa  yuthuya
SIN010-0015|yathura katuvakin amuNaa ra`dhavaa gaththaaya  bhithiya haa s/akaya  bhuthayan men /aya pitupasin si|yathura katuvakin amuNaa ra`dhavaa gaththaaya  bhithiya haa s/akaya  bhuthayan men /aya pitupasin si
SIN010-0016| eya mathak vana tath yen gatha /aLali yana b/ani /aya gevaththehi sina ta  almaayehi yathura /a`dha si vastharayehi| eya mathak vana tath yen gatha /aLali yana b/ani /aya gevaththehi sina ta  almaayehi yathura /a`dha si vastharayehi
SIN010-0017|kaamaraya e aakaarayenma vasaa thiNi siya sihina kothara /aththak men thibuNeadha yanna /ayata h/a`gi giyea|kaamaraya e aakaarayenma vasaa thiNi siya sihina kothara /aththak men thibuNeadha yanna /ayata h/a`gi giyea
SIN010-0018|dheneth dhahaa almaaya dhesa b/avaaya kisivekuth sin ehi dhora a`gul kadaa vatha kota n/atha |dheneth dhahaa almaaya dhesa b/avaaya kisivekuth sin ehi dhora a`gul kadaa vatha kota n/atha 
SIN010-0019|piya sihiya l/abuvaaya kavu`pha valin aruNo)dhaya laa hiru rus /adha matha pathitha  thiNi subhaa |piya sihiya l/abuvaaya kavu`pha valin aruNo)dhaya laa hiru rus /adha matha pathitha  thiNi subhaa 
SIN010-0020|aduvakin vatha kaLa athara anekata /aya osavaa /adhehi vaa kara dheath ek kara b/andheaya subhaa  k/agahanavaath sama`gama |aduvakin vatha kaLa athara anekata /aya osavaa /adhehi vaa kara dheath ek kara b/andheaya subhaa  k/agahanavaath sama`gama 
SIN010-0021|/aya thava thavath /adhaya guli vuvaaya kaamarayea dhora /aragena dhedhenek /athu`pha vuvaaya   ekek almaayea dhora|/aya thava thavath /adhaya guli vuvaaya kaamarayea dhora /aragena dhedhenek /athu`pha vuvaaya   ekek almaayea dhora
SIN010-0022|kudaa ldha  ma\njusaava athata gath subhaa eya /ara b/avaaya amaagea baduth ekka|kudaa ldha  ma\njusaava athata gath subhaa eya /ara b/avaaya amaagea baduth ekka
SIN010-0023|sihina lovata pihibhiyadha ththa chIthasikayangea venasak si noya kaamarayehi dhoragu`pha galavanavaa /asuNi|sihina lovata pihibhiyadha ththa chIthasikayangea venasak si noya kaamarayehi dhoragu`pha galavanavaa /asuNi
SIN010-0024|sa`dhahan kalo thibuNaa kaara adhahas valin dhenna /aya aashvaasa parashvaasa kerehi sihi eLavaa siyeaya|sa`dhahan kalo thibuNaa kaara adhahas valin dhenna /aya aashvaasa parashvaasa kerehi sihi eLavaa siyeaya
SIN010-0025|horekuta kisima vuvamanaavak n/athi bava  eheth gehiyaa k/a gahalaa karadhara kaLoth ohu nomaraa b/a bavath |horekuta kisima vuvamanaavak n/athi bava  eheth gehiyaa k/a gahalaa karadhara kaLoth ohu nomaraa b/a bavath 
SIN010-0026|horak sin karana ladha paapochaaraNayandha /ayata sihi ya eake thibuNe pudhgalayeku maranna|horak sin karana ladha paapochaaraNayandha /ayata sihi ya eake thibuNe pudhgalayeku maranna
SIN010-0027|horek geta vaNoth nAama  dheyak geniyanna /aralaa nishshadhava  inna oni|horek geta vaNoth nAama  dheyak geniyanna /aralaa nishshadhava  inna oni
SIN010-0028|mama hiyea avayen eth thadha - nindhe innavaa vagea heLavennea n/athuva hiyaa ovungea ek kenekugea athea  ul pihiyak thibuNaa|mama hiyea avayen eth thadha - nindhe innavaa vagea heLavennea n/athuva hiyaa ovungea ek kenekugea athea  ul pihiyak thibuNaa
SIN010-0029|kii v/an sihiyata n/aguNeaya  horu /ath almaayea badu okkoma mata uolaa raththara\n badu peya atharata ganna kota|kii v/an sihiyata n/aguNeaya  horu /ath almaayea badu okkoma mata uolaa raththara\n badu peya atharata ganna kota
SIN010-0030|hadhavatha g/ah/annak men ya /aya dheneth vasaa gaththaaya  /agea guru maNdalayehi hithamathiyeku vu|hadhavatha g/ah/annak men ya /aya dheneth vasaa gaththaaya  /agea guru maNdalayehi hithamathiyeku vu
SIN010-0031|gas koLan nagana hisuNu raavayadha, pitu pasu  takara\n madu takara seLamen /athi vana ahi hanndadha|gas koLan nagana hisuNu raavayadha, pitu pasu  takara\n madu takara seLamen /athi vana ahi hanndadha
SIN010-0032|kaNata ahi vuvaata vadaa yajanaka h/a`gii uthsanna kaLeaya  thadha suLa\n h/ama nisaa|kaNata ahi vuvaata vadaa yajanaka h/a`gii uthsanna kaLeaya  thadha suLa\n h/ama nisaa
SIN010-0033| ni lovata pisimen siya`pha yajanaka h/agi paLavaa h/amata uthsahaa gaththaaya  ballaage udu ru tuvaaya| ni lovata pisimen siya`pha yajanaka h/agi paLavaa h/amata uthsahaa gaththaaya  ballaage udu ru tuvaaya
SIN010-0034|anDhakaaraya thuLin noyekuth kaara sevaN/ali ehaa mehaa paavennaak men tuvaaya|anDhakaaraya thuLin noyekuth kaara sevaN/ali ehaa mehaa paavennaak men tuvaaya
SIN010-0035|kata paadan gaaThaa p/avasuvaa sa evaa piLiveLata nokivaaya    aThayak sithata noaya|kata paadan gaaThaa p/avasuvaa sa evaa piLiveLata nokivaaya    aThayak sithata noaya
SIN010-0036|nidhaag/animata pera theruvan n/amama soobhaagea sitha ya nosansun vu sithin pasu  vu /aya|nidhaag/animata pera theruvan n/amama soobhaagea sitha ya nosansun vu sithin pasu  vu /aya
SIN010-0037|almaayehi /a mathata th/apath kaLaaya inpasu kaamaraye yathurath almaayea yathurath thaamagea kotaya yan thabaa gaththaaya |almaayehi /a mathata th/apath kaLaaya inpasu kaamaraye yathurath almaayea yathurath thaamagea kotaya yan thabaa gaththaaya 
SIN010-0038|anek kaamarayen vuyean GNaathi saho)dhayaki suhaa kaamarayea dhora agu`pha laa yamanthi k/alla thibu ma\njusaava|anek kaamarayen vuyean GNaathi saho)dhayaki suhaa kaamarayea dhora agu`pha laa yamanthi k/alla thibu ma\njusaava
SIN010-0039|raathiira k/amen pasu subhaagea baala putharayaa puvathpath vala tho)raagath pitu kihipayak r/agena thamagea kaamarayata giyeaya|raathiira k/amen pasu subhaagea baala putharayaa puvathpath vala tho)raagath pitu kihipayak r/agena thamagea kaamarayata giyeaya
SIN010-0040|samaharak horu ?ta geta /athu`pha vannea janeala vala assen gariil galavalaa subhaa vetha ya karuNak p/avasuvaaya|samaharak horu ?ta geta /athu`pha vannea janeala vala assen gariil galavalaa subhaa vetha ya karuNak p/avasuvaaya
